VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tajikistan,2013,38.419798164,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tajikistan,2014,37.101272884,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tajikistan,2015,35.782747604,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tajikistan,2016,32.37790963,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tajikistan,2017,23.66955728,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tajikistan,2018,33.674121406,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tajikistan,2019,33.674121406,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tajikistan,2020,33.674121406,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2007,11.807756321,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2008,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2009,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2010,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2011,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2012,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2013,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2014,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2015,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2016,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2017,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2018,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2019,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Thailand,2020,11.807756321,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2004,13.037127206,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2005,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2006,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2007,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2008,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2009,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2010,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2011,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2012,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2013,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2014,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2015,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2016,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2017,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2018,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2019,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2020,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2000,0.544217687,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2001,0.530612245,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2002,0.517006803,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2003,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2004,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2005,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2006,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2007,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2008,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2009,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2010,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2011,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2012,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2013,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2014,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2015,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2016,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2017,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2018,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2019,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2020,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2000,0.442708333,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2001,0.432291667,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2002,0.421875,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2003,0.411458333,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2004,0.401041667,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2005,0.390625,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2006,0.398003472,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2007,0.405381944,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2008,0.412760417,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2009,0.420138889,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2010,0.427517361,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2011,0.434895833,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2012,0.434895833,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2013,0.434895833,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2014,0.434895833,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2015,0.434895833,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2016,0.434895833,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2017,0.434895833,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2018,0.434895833,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2019,0.434895833,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2020,0.434895833,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2000,46.912242687,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2001,50.643898355,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2002,51.308652615,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2003,51.973406875,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2004,52.638161135,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2005,53.302915394,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2006,53.967669654,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2007,54.632423914,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2008,55.297178174,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2009,55.961932434,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2010,56.626686694,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2011,57.291440953,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2012,58.742795233,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2013,60.194149512,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2014,61.645503792,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2015,63.096858072,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2016,64.548212351,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2017,58.309859155,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2018,63.54496208,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2019,63.553629469,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2020,58.72156013,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2000,97.072481324,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2001,99.362712856,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2002,101.652944387,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2003,103.943175919,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2004,106.440541086,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2005,106.492484507,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2006,106.544427927,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2007,106.596371348,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2008,106.648314769,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2009,106.70025819,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2010,106.75220161,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2011,106.804145031,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2012,106.856088451,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2013,106.908031872,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2014,106.959975293,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2015,107.011918713,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2016,107.063862134,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2017,109.875851102,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2018,102.351067625,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2019,66.035937816,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2020,65.090248334,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2000,14.88657845,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2001,14.587271582,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2002,14.287964713,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2003,13.988657845,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2004,14.404536862,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2005,14.820415879,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2006,15.236294896,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2007,15.652173913,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2008,16.06805293,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2009,17.443289225,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2010,18.029300567,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2011,19.206049149,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2012,19.634688091,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2013,20.552930057,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2014,20.637996219,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2015,22.821361059,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2016,24.012287335,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2017,23.653119093,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2018,24.449432892,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2019,25.647448015,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2020,25.519848771,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2000,0.199667221,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2001,0.199667221,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2002,0.199667221,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2003,0.238214088,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2004,0.276760954,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2005,0.31530782,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2006,0.353854687,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2007,0.392401553,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2008,0.430948419,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2009,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2010,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2011,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2012,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2013,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2014,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2015,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2016,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2017,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2018,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2019,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2020,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2000,3.129278868,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2001,3.019739845,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2002,2.910200822,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2003,2.800661798,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2004,2.691122775,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2005,2.581583752,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2006,2.573482428,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2007,2.565381105,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2008,2.557279781,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2009,2.549178457,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2010,2.541077134,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2011,2.466624829,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2012,2.392172524,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2013,2.317720219,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2014,2.243267914,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2015,1.709835691,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2016,1.806252853,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2017,2.655750799,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2018,2.655750799,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2019,2.498858968,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2020,1.745207668,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2000,1519.333333333,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2001,1635.333333333,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2002,1751.333333333,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2003,1867.333333333,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2004,2037.666666667,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2005,2208,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2006,2153.321449455,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2007,2098.642898909,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2008,2043.964348364,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2009,1989.285797818,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2010,1934.607247273,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2011,1879.928696727,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2012,1825.250146182,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2013,1770.571595636,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2014,1715.893045091,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2015,1661.214494545,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2016,1606.535944,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2017,1580.156828,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2018,1619.931454667,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2019,1585.586394,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2020,1544.064454667,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2000,1.327891157,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2001,1.246938776,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2002,0.889795918,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2003,0.874829932,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2004,1.095918367,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2005,0.978231292,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2006,0.979591837,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2007,0.904761905,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2008,0.755782313,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2009,0.717006803,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2010,0.807482993,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2011,0.673537415,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2012,0.713605442,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2013,0.709863946,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2014,0.706122449,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2015,0.856462585,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2016,0.804761905,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2017,0.804761905,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2018,0.804761905,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2019,0.804761905,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2020,0.804761905,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2000,3.878674561,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2001,4.345071154,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2002,4.811467747,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2003,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2004,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2005,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2006,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2007,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2008,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2009,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2010,4.811467747,%,I,False
