World_Bank_Income_Group,Region,Country,ISO3,Subgroup,Indicator,DQQ_Question,Indicator_Number,Unit,Mean,Lower_95_CI,Upper_95_CI,n,Start_Date,End_Date,Start_Year,End_Year
Lower middle income,Asia Pacific,Viet Nam,VNM,Male,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,8.22,5.1,12.99,547,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Female,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,14.74,10.25,20.75,460,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Urban,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,12.32,8.8,16.97,768,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Rural,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,9.85,5.6,16.75,238,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,All,Instant noodles,DQQ23,45,Percentage,40.07,35.22,45.03,1007,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Male,Instant noodles,DQQ23,45,Percentage,44.08,37.37,51.02,547,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Female,Instant noodles,DQQ23,45,Percentage,36.08,29.47,43.27,460,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Urban,Instant noodles,DQQ23,45,Percentage,35.54,30.13,41.36,768,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Rural,Instant noodles,DQQ23,45,Percentage,49.12,39.92,58.38,238,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,All,Fast food,DQQ29,46,Percentage,5.5,3.63,7.73,1007,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Male,Fast food,DQQ29,46,Percentage,5.43,3.5,8.33,547,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Female,Fast food,DQQ29,46,Percentage,5.58,3.03,10.06,460,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Urban,Fast food,DQQ29,46,Percentage,5.44,3.38,8.65,768,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Rural,Fast food,DQQ29,46,Percentage,5.63,3.02,10.24,238,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,All,More than one sugary food or beverage,NA,47,Percentage,44.94,40.17,49.75,1007,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Male,More than one sugary food or beverage,NA,47,Percentage,48.08,41.4,54.83,547,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Female,More than one sugary food or beverage,NA,47,Percentage,41.81,35.09,48.85,460,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Urban,More than one sugary food or beverage,NA,47,Percentage,49.67,43.9,55.44,768,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Rural,More than one sugary food or beverage,NA,47,Percentage,35.52,27.43,44.54,238,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,All,Sweet foods,NA,48,Percentage,46.45,41.57,51.36,1007,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Male,Sweet foods,NA,48,Percentage,43.27,36.77,50.01,547,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Female,Sweet foods,NA,48,Percentage,49.6,42.47,56.76,460,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Urban,Sweet foods,NA,48,Percentage,49.41,43.65,55.19,768,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Rural,Sweet foods,NA,48,Percentage,40.56,31.86,49.89,238,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,All,Baked or grain-based sweets,DQQ11,49,Percentage,35.93,31.32,40.67,1007,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Male,Baked or grain-based sweets,DQQ11,49,Percentage,34.94,28.91,41.5,547,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Female,Baked or grain-based sweets,DQQ11,49,Percentage,36.9,30.29,44.05,460,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Urban,Baked or grain-based sweets,DQQ11,49,Percentage,37.9,32.52,43.59,768,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Rural,Baked or grain-based sweets,DQQ11,49,Percentage,32.01,24.05,41.17,238,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,All,Other sweets,DQQ12,50,Percentage,21.49,17.77,25.47,1007,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Male,Other sweets,DQQ12,50,Percentage,18.74,14.47,23.92,547,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Female,Other sweets,DQQ12,50,Percentage,24.23,18.71,30.77,460,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Urban,Other sweets,DQQ12,50,Percentage,23.57,19.21,28.57,768,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Rural,Other sweets,DQQ12,50,Percentage,17.36,11.6,25.15,238,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,All,Sweet beverages,NA,51,Percentage,57.89,52.88,62.82,1007,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Male,Sweet beverages,NA,51,Percentage,61.68,54.59,68.31,547,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Female,Sweet beverages,NA,51,Percentage,54.12,46.84,61.23,460,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Urban,Sweet beverages,NA,51,Percentage,63.04,57.08,68.63,768,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Rural,Sweet beverages,NA,51,Percentage,47.65,38.55,56.9,238,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,All,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,24.59,20.66,28.75,1007,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Male,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,29.78,24.3,35.92,547,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Female,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,19.43,14.37,25.73,460,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Urban,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,25.99,21.46,31.11,768,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Rural,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,21.81,15.31,30.09,238,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,All,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,39.5,34.81,44.3,1007,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Male,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,42.94,36.49,49.65,547,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Female,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,36.08,29.63,43.08,460,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Urban,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,42.56,37.03,48.28,768,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Rural,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,33.44,25.45,42.5,238,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,All,Fruit juice and fruit drinks,DQQ27,54,Percentage,19.88,16.28,23.73,1007,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Male,Fruit juice and fruit drinks,DQQ27,54,Percentage,17.96,13.54,23.43,547,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Female,Fruit juice and fruit drinks,DQQ27,54,Percentage,21.78,16.69,27.91,460,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Urban,Fruit juice and fruit drinks,DQQ27,54,Percentage,22.9,18.59,27.88,768,2021_11_13,2021_12_12,2021,2021
Lower middle income,Asia Pacific,Viet Nam,VNM,Rural,Fruit juice and fruit drinks,DQQ27,54,Percentage,13.85,8.71,21.32,238,2021_11_13,2021_12_12,2021,2021
Low income,Middle East and North Africa,Yemen,YEM,All,MDD-W,NA,1,Percentage,NA,NA,NA,NA,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,MDD-W,NA,1,Percentage,NA,NA,NA,NA,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,MDD-W,NA,1,Percentage,50.05,42.01,58.1,433,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,MDD-W,NA,1,Percentage,57.21,47.76,66.16,329,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,MDD-W,NA,1,Percentage,32.96,19.37,50.14,104,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,All-5,NA,2,Percentage,23.29,18.93,27.95,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,All-5,NA,2,Percentage,32.04,25.93,38.83,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,All-5,NA,2,Percentage,14.5,10.92,18.99,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,All-5,NA,2,Percentage,24.52,19.65,30.16,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,All-5,NA,2,Percentage,19.76,11.48,31.86,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,Protective Food Consumption,NA,3,Percentage,31.72,27.16,36.47,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,Protective Food Consumption,NA,3,Percentage,37.38,31.23,43.97,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,Protective Food Consumption,NA,3,Percentage,26.04,21.12,31.63,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,Protective Food Consumption,NA,3,Percentage,32.4,27.52,37.7,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,Protective Food Consumption,NA,3,Percentage,29.78,19.48,42.65,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,Unhealthy Food Consumption,NA,4,Percentage,38.58,33.62,43.65,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,Unhealthy Food Consumption,NA,4,Percentage,45.53,38.91,52.32,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,Unhealthy Food Consumption,NA,4,Percentage,31.59,25.99,37.79,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,Unhealthy Food Consumption,NA,4,Percentage,42.18,36.62,47.95,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,Unhealthy Food Consumption,NA,4,Percentage,28.3,18.32,40.99,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,Healthy Diet Pattern,NA,5,Percentage,15.24,11.82,19,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,Healthy Diet Pattern,NA,5,Percentage,16.36,12.02,21.88,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,Healthy Diet Pattern,NA,5,Percentage,14.11,10.34,18.96,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,Healthy Diet Pattern,NA,5,Percentage,15.45,11.75,20.06,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,Healthy Diet Pattern,NA,5,Percentage,14.62,8.35,24.35,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,Dietary Diversity Score (DDS),NA,6,Score,5.04,4.79,5.29,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,Dietary Diversity Score (DDS),NA,6,Score,5.48,5.16,5.8,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,Dietary Diversity Score (DDS),NA,6,Score,4.6,4.35,4.86,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,Dietary Diversity Score (DDS),NA,6,Score,5.23,4.92,5.54,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,Dietary Diversity Score (DDS),NA,6,Score,4.51,3.94,5.09,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,NCD-Protect,NA,7,Score,2.95,2.72,3.18,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,NCD-Protect,NA,7,Score,3.29,3.01,3.57,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,NCD-Protect,NA,7,Score,2.6,2.34,2.86,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,NCD-Protect,NA,7,Score,3.1,2.82,3.37,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,NCD-Protect,NA,7,Score,2.52,1.98,3.07,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,NCD-Risk,NA,8,Score,1.1,0.94,1.25,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,NCD-Risk,NA,8,Score,1.23,1.01,1.46,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,NCD-Risk,NA,8,Score,0.96,0.8,1.12,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,NCD-Risk,NA,8,Score,1.15,0.97,1.33,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,NCD-Risk,NA,8,Score,0.94,0.64,1.25,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,GDR score,NA,9,Score,10.85,10.66,11.04,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,GDR score,NA,9,Score,11.06,10.78,11.34,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,GDR score,NA,9,Score,10.64,10.42,10.85,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,GDR score,NA,9,Score,10.94,10.73,11.15,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,GDR score,NA,9,Score,10.58,10.13,11.04,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,At least one starchy staple food,NA,10,Percentage,99.65,99.19,99.92,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,At least one starchy staple food,NA,10,Percentage,99.62,98.35,99.91,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,At least one starchy staple food,NA,10,Percentage,99.68,98.79,99.91,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,At least one starchy staple food,NA,10,Percentage,99.65,98.83,99.9,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,At least one starchy staple food,NA,10,Percentage,99.63,96.91,99.96,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,Whole grains,DQQ2,11,Percentage,48,43.77,52.25,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,Whole grains,DQQ2,11,Percentage,48.49,42.93,54.09,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,Whole grains,DQQ2,11,Percentage,47.51,41.53,53.56,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,Whole grains,DQQ2,11,Percentage,48.68,43.65,53.72,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,Whole grains,DQQ2,11,Percentage,46.08,35.92,56.58,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,Foods made from grains,DQQ1,12,Percentage,96.8,94.88,98.28,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,Foods made from grains,DQQ1,12,Percentage,97.65,94.8,98.96,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,Foods made from grains,DQQ1,12,Percentage,95.95,91.92,98.01,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,Foods made from grains,DQQ1,12,Percentage,95.89,92.81,97.68,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,Foods made from grains,DQQ1,12,Percentage,99.41,97.23,99.88,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,"White roots, tubers, or plantains",DQQ3,13,Percentage,47.78,42.68,52.89,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,"White roots, tubers, or plantains",DQQ3,13,Percentage,57.68,50.43,64.62,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,"White roots, tubers, or plantains",DQQ3,13,Percentage,37.83,32.39,43.59,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,"White roots, tubers, or plantains",DQQ3,13,Percentage,52.62,45.98,59.17,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,"White roots, tubers, or plantains",DQQ3,13,Percentage,33.96,25.85,43.14,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,73.35,68.78,77.69,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,79.75,73.63,84.75,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,66.92,61.09,72.28,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,77.44,72.51,81.72,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,61.68,49.46,72.58,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,"At least one pulse, nut, or seed",NA,15,Percentage,53.71,48.63,58.74,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,"At least one pulse, nut, or seed",NA,15,Percentage,65,58.32,71.14,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,"At least one pulse, nut, or seed",NA,15,Percentage,42.37,36.66,48.29,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,"At least one pulse, nut, or seed",NA,15,Percentage,58.35,52.21,64.24,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,"At least one pulse, nut, or seed",NA,15,Percentage,40.46,30.14,51.7,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,Pulses,DQQ4,16,Percentage,51.96,47.11,56.79,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,Pulses,DQQ4,16,Percentage,62.47,56.1,68.43,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,Pulses,DQQ4,16,Percentage,41.41,35.7,47.36,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,Pulses,DQQ4,16,Percentage,56.25,50.43,61.91,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,Pulses,DQQ4,16,Percentage,39.72,29.14,51.36,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,Nuts or seeds,DQQ21,17,Percentage,5.35,3.55,7.5,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,Nuts or seeds,DQQ21,17,Percentage,7.69,4.43,13.04,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,Nuts or seeds,DQQ21,17,Percentage,3,1.7,5.23,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,Nuts or seeds,DQQ21,17,Percentage,6.07,3.85,9.44,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,Nuts or seeds,DQQ21,17,Percentage,3.31,1.39,7.69,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,Zero vegetable or fruit consumption,NA,18,Percentage,18.41,13.53,23.85,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,Zero vegetable or fruit consumption,NA,18,Percentage,16.84,11.92,23.24,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,Zero vegetable or fruit consumption,NA,18,Percentage,19.99,14.59,26.78,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,Zero vegetable or fruit consumption,NA,18,Percentage,13.21,8.39,20.18,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,Zero vegetable or fruit consumption,NA,18,Percentage,33.25,21.18,47.99,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,At least one vegetable,NA,19,Percentage,75.45,70.13,80.4,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,At least one vegetable,NA,19,Percentage,79.28,72.93,84.46,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,At least one vegetable,NA,19,Percentage,71.59,65.35,77.11,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,At least one vegetable,NA,19,Percentage,79.72,73.24,84.95,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,At least one vegetable,NA,19,Percentage,63.26,48.71,75.74,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,Vitamin A-rich orange vegetables,DQQ5,20,Percentage,25.07,20.32,30.14,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,Vitamin A-rich orange vegetables,DQQ5,20,Percentage,30.61,24.48,37.51,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,Vitamin A-rich orange vegetables,DQQ5,20,Percentage,19.51,14.2,26.19,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,Vitamin A-rich orange vegetables,DQQ5,20,Percentage,25.24,19.83,31.53,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,Vitamin A-rich orange vegetables,DQQ5,20,Percentage,24.6,15.49,36.73,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,Dark green leafy vegetables,DQQ6,21,Percentage,31.02,26.54,35.69,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,Dark green leafy vegetables,DQQ6,21,Percentage,36.63,31.22,42.4,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,Dark green leafy vegetables,DQQ6,21,Percentage,25.39,19.76,31.99,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,Dark green leafy vegetables,DQQ6,21,Percentage,33.5,28.07,39.41,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,Dark green leafy vegetables,DQQ6,21,Percentage,23.95,14.82,36.31,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,Other vegetables,DQQ7,22,Percentage,67.59,62.45,72.52,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,Other vegetables,DQQ7,22,Percentage,72.33,65.55,78.21,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,Other vegetables,DQQ7,22,Percentage,62.83,56.74,68.54,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Urban,Other vegetables,DQQ7,22,Percentage,73.03,66.88,78.41,760,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Rural,Other vegetables,DQQ7,22,Percentage,52.06,39.6,64.27,240,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,All,At least one fruit,NA,23,Percentage,45.02,39.5,50.6,1000,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Male,At least one fruit,NA,23,Percentage,46.18,39.59,52.9,500,2022_11_07,2023_01_10,2022,2023
Low income,Middle East and North Africa,Yemen,YEM,Female,At least one fruit,NA,23,Percentage,43.86,36.81,51.16,500,2022_11_07,2023_01_10,2022,2023
